cliente_id,nombre_cliente,tipo_cliente,zona_id,nombre_zona,empleado_id,nombre_comercial,activo,fecha_alta,fecha_baja
564,Restaurante Aguiló,Restaurante,4,Madrid Este,11,Tristán Laguna,Sí,2017-10-13,
565,Tienda Bermúdez,Tienda,8,Getafe,15,Simón Coello,Sí,2016-09-16,
566,Bar Talavera,Bar,6,Alcobendas,13,Bernarda Gallo,Sí,2020-01-15,
567,Supermercado Aguiló,Supermercado,11,Alcorcón,16,Baltasar Navas,Sí,2020-04-07,
568,Supermercado Escamilla,Supermercado,5,Madrid Oeste,12,Manola Larrañaga,Sí,2025-01-25,
569,Tienda Rios,Tienda,1,Madrid Centro,8,Perla Arenas,Sí,2017-02-04,
570,Bar Soriano,Bar,5,Madrid Oeste,12,Manola Larrañaga,Sí,2020-11-26,
571,Supermercado Lasa,Supermercado,3,Madrid Sur,10,Marcelino Palacio,Sí,2018-05-04,
572,Supermercado Poza,Supermercado,2,Madrid Norte,9,Carolina Lopez,Sí,2022-02-20,
573,Tienda Cuesta,Tienda,1,Madrid Centro,8,Perla Arenas,Sí,2017-08-16,
574,Gasolinera Sola,Gasolinera,3,Madrid Sur,10,Marcelino Palacio,Sí,2025-11-26,
575,Bar Albero,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2023-02-05,
576,Tienda Cabañas,Tienda,2,Madrid Norte,9,Carolina Lopez,Sí,2022-04-13,
577,Bar Ribas,Bar,1,Madrid Centro,8,Perla Arenas,No,2021-11-11,2022-09-28
578,Tienda Torrecilla,Tienda,1,Madrid Centro,8,Perla Arenas,Sí,2020-11-25,
579,Restaurante Vilanova,Restaurante,9,Leganés,15,Simón Coello,Sí,2020-08-28,
580,Tienda Gaya,Tienda,5,Madrid Oeste,12,Manola Larrañaga,Sí,2017-08-28,
581,Tienda Sola,Tienda,9,Leganés,15,Simón Coello,Sí,2017-10-08,
582,Bar Mariscal,Bar,5,Madrid Oeste,12,Manola Larrañaga,Sí,2024-01-18,
583,Bar Bellido,Bar,9,Leganés,15,Simón Coello,Sí,2018-05-21,
584,Gasolinera Marcos,Gasolinera,8,Getafe,15,Simón Coello,Sí,2021-10-25,
585,Bar Morell,Bar,8,Getafe,15,Simón Coello,Sí,2019-07-07,
586,Bar Águila,Bar,6,Alcobendas,13,Bernarda Gallo,Sí,2019-09-28,
587,Supermercado Salazar,Supermercado,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2018-03-22,
588,Bar Conesa,Bar,2,Madrid Norte,9,Carolina Lopez,No,2022-01-17,2023-01-24
589,Bar Navas,Bar,8,Getafe,15,Simón Coello,Sí,2016-08-16,
590,Supermercado Cañizares,Supermercado,2,Madrid Norte,9,Carolina Lopez,Sí,2022-10-21,
591,Tienda Palacios,Tienda,4,Madrid Este,11,Tristán Laguna,Sí,2020-10-01,
592,Bar Toro,Bar,5,Madrid Oeste,12,Manola Larrañaga,Sí,2021-08-04,
593,Gasolinera Vizcaíno,Gasolinera,9,Leganés,15,Simón Coello,Sí,2017-04-10,
594,Bar Antón,Bar,6,Alcobendas,13,Bernarda Gallo,Sí,2025-12-30,
595,Supermercado Comas,Supermercado,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2024-06-20,
596,Tienda Arjona,Tienda,5,Madrid Oeste,12,Manola Larrañaga,Sí,2024-03-28,
597,Bar Laguna,Bar,5,Madrid Oeste,12,Manola Larrañaga,Sí,2020-11-08,
598,Supermercado Porras,Supermercado,1,Madrid Centro,8,Perla Arenas,No,2023-12-03,2024-01-04
599,Bar Aguilar,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2018-03-22,
600,Bar Martín,Bar,8,Getafe,15,Simón Coello,No,2025-06-15,2025-07-29
601,Bar Verdugo,Bar,10,Móstoles,16,Baltasar Navas,Sí,2024-09-29,
602,Bar Quesada,Bar,4,Madrid Este,11,Tristán Laguna,Sí,2017-05-22,
603,Bar Cabezas,Bar,6,Alcobendas,13,Bernarda Gallo,No,2021-12-19,2023-12-23
604,Restaurante Gallart,Restaurante,2,Madrid Norte,9,Carolina Lopez,No,2024-02-15,2024-07-19
605,Bar Ballester,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2022-05-02,
606,Tienda Reina,Tienda,9,Leganés,15,Simón Coello,Sí,2019-09-17,
607,Bar Pardo,Bar,8,Getafe,15,Simón Coello,Sí,2022-07-14,
608,Bar Barreda,Bar,3,Madrid Sur,10,Marcelino Palacio,Sí,2017-07-17,
609,Bar Manrique,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2016-10-27,
610,Bar Garcia,Bar,3,Madrid Sur,10,Marcelino Palacio,Sí,2019-02-03,
611,Tienda Villalonga,Tienda,1,Madrid Centro,8,Perla Arenas,Sí,2024-12-24,
612,Restaurante Benet,Restaurante,10,Móstoles,16,Baltasar Navas,Sí,2025-06-30,
613,Tienda Ballesteros,Tienda,1,Madrid Centro,8,Perla Arenas,Sí,2018-07-06,
614,Bar Sevilla,Bar,3,Madrid Sur,10,Marcelino Palacio,No,2025-08-19,2025-09-14
615,Bar Escribano,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2018-08-26,
616,Bar Guzmán,Bar,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2019-09-13,
617,Tienda Viñas,Tienda,3,Madrid Sur,10,Marcelino Palacio,Sí,2018-10-25,
618,Bar Gallego,Bar,5,Madrid Oeste,12,Manola Larrañaga,Sí,2022-09-20,
619,Supermercado Gascón,Supermercado,9,Leganés,15,Simón Coello,Sí,2022-08-23,
620,Tienda Iñiguez,Tienda,2,Madrid Norte,9,Carolina Lopez,Sí,2019-10-07,
621,Restaurante Calderon,Restaurante,8,Getafe,15,Simón Coello,Sí,2025-04-02,
622,Tienda Pineda,Tienda,4,Madrid Este,11,Tristán Laguna,Sí,2016-08-06,
623,Tienda Fonseca,Tienda,10,Móstoles,16,Baltasar Navas,Sí,2020-05-07,
624,Restaurante Acuña,Restaurante,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2019-10-16,
625,Restaurante Cabrero,Restaurante,10,Móstoles,16,Baltasar Navas,Sí,2023-04-03,
626,Bar Ángel,Bar,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2017-09-10,
627,Bar Martinez,Bar,5,Madrid Oeste,12,Manola Larrañaga,Sí,2022-12-26,
628,Bar Blazquez,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2018-06-14,
629,Tienda Pol,Tienda,6,Alcobendas,13,Bernarda Gallo,Sí,2018-07-30,
630,Bar Borrell,Bar,8,Getafe,15,Simón Coello,Sí,2025-05-17,
631,Restaurante Santamaria,Restaurante,4,Madrid Este,11,Tristán Laguna,Sí,2022-10-11,
632,Restaurante Viñas,Restaurante,2,Madrid Norte,9,Carolina Lopez,Sí,2022-11-04,
633,Bar Azorin,Bar,3,Madrid Sur,10,Marcelino Palacio,Sí,2022-01-31,
634,Bar Galán,Bar,8,Getafe,15,Simón Coello,Sí,2017-04-20,
635,Bar Ariza,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2022-06-23,
636,Bar Baena,Bar,4,Madrid Este,11,Tristán Laguna,Sí,2021-08-20,
637,Bar Guerrero,Bar,8,Getafe,15,Simón Coello,Sí,2021-03-31,
638,Gasolinera Vilalta,Gasolinera,9,Leganés,15,Simón Coello,Sí,2017-02-22,
639,Bar Estevez,Bar,4,Madrid Este,11,Tristán Laguna,No,2020-07-22,2025-07-10
640,Supermercado Arnau,Supermercado,4,Madrid Este,11,Tristán Laguna,Sí,2017-09-22,
641,Supermercado Albero,Supermercado,12,Fuenlabrada,17,Armando Caparrós,No,2017-11-15,2020-04-05
642,Restaurante Yuste,Restaurante,3,Madrid Sur,10,Marcelino Palacio,Sí,2025-07-27,
643,Bar Calvo,Bar,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2023-08-07,
644,Bar Espinosa,Bar,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2019-03-08,
645,Bar Priego,Bar,3,Madrid Sur,10,Marcelino Palacio,Sí,2019-09-23,
646,Bar Franch,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2021-05-04,
647,Bar Manzano,Bar,6,Alcobendas,13,Bernarda Gallo,Sí,2022-04-01,
648,Bar Bauzà,Bar,12,Fuenlabrada,17,Armando Caparrós,Sí,2025-09-12,
649,Tienda Roura,Tienda,1,Madrid Centro,8,Perla Arenas,Sí,2024-12-09,
650,Gasolinera Martorell,Gasolinera,6,Alcobendas,13,Bernarda Gallo,Sí,2016-08-07,
651,Gasolinera Barranco,Gasolinera,12,Fuenlabrada,17,Armando Caparrós,Sí,2025-05-16,
652,Restaurante Alcolea,Restaurante,2,Madrid Norte,9,Carolina Lopez,Sí,2017-12-03,
653,Bar Lamas,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2017-05-25,
654,Bar Salom,Bar,4,Madrid Este,11,Tristán Laguna,Sí,2022-09-02,
655,Tienda Galán,Tienda,4,Madrid Este,11,Tristán Laguna,Sí,2021-10-18,
656,Bar Pascual,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2019-08-02,
657,Bar Verdugo,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2022-03-06,
658,Bar Giner,Bar,2,Madrid Norte,9,Carolina Lopez,No,2024-09-02,2025-08-01
659,Bar Casares,Bar,9,Leganés,15,Simón Coello,Sí,2018-07-15,
660,Bar Cabrero,Bar,9,Leganés,15,Simón Coello,Sí,2018-05-13,
661,Bar Giménez,Bar,4,Madrid Este,11,Tristán Laguna,No,2024-01-11,2024-05-10
662,Bar Bolaños,Bar,4,Madrid Este,11,Tristán Laguna,Sí,2023-01-07,
663,Bar Castrillo,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2019-07-04,
664,Bar Cuenca,Bar,8,Getafe,15,Simón Coello,Sí,2025-09-30,
665,Supermercado Barros,Supermercado,4,Madrid Este,11,Tristán Laguna,Sí,2024-08-12,
666,Bar Calleja,Bar,6,Alcobendas,13,Bernarda Gallo,Sí,2017-05-30,
667,Bar Vila,Bar,9,Leganés,15,Simón Coello,Sí,2020-08-26,
668,Bar Conesa,Bar,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2019-07-06,
669,Bar Almansa,Bar,1,Madrid Centro,8,Perla Arenas,No,2023-02-01,2024-06-26
670,Bar Polo,Bar,9,Leganés,15,Simón Coello,Sí,2023-08-07,
671,Bar Castell,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2021-10-17,
672,Bar Becerra,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2021-05-13,
673,Gasolinera Manjón,Gasolinera,2,Madrid Norte,9,Carolina Lopez,Sí,2025-11-03,
674,Bar Herrero,Bar,4,Madrid Este,11,Tristán Laguna,No,2018-10-12,2023-02-23
675,Bar Guerrero,Bar,6,Alcobendas,13,Bernarda Gallo,Sí,2016-07-07,
676,Restaurante Cortés,Restaurante,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2020-06-11,
677,Bar Torre,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2023-06-25,
678,Tienda Aragón,Tienda,11,Alcorcón,16,Baltasar Navas,Sí,2017-10-10,
679,Bar Varela,Bar,8,Getafe,15,Simón Coello,No,2019-04-02,2020-07-03
680,Bar Aguilar,Bar,12,Fuenlabrada,17,Armando Caparrós,Sí,2025-07-31,
681,Tienda Escribano,Tienda,1,Madrid Centro,8,Perla Arenas,Sí,2022-11-30,
682,Gasolinera Morales,Gasolinera,2,Madrid Norte,9,Carolina Lopez,Sí,2022-09-24,
683,Bar Frutos,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2019-08-07,
684,Bar Velasco,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2021-09-07,
685,Gasolinera Hoz,Gasolinera,1,Madrid Centro,8,Perla Arenas,No,2019-10-16,2025-04-14
686,Restaurante Manrique,Restaurante,4,Madrid Este,11,Tristán Laguna,Sí,2023-02-04,
687,Restaurante Macias,Restaurante,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2018-08-21,
688,Gasolinera Carbajo,Gasolinera,6,Alcobendas,13,Bernarda Gallo,Sí,2017-02-12,
689,Bar Miralles,Bar,11,Alcorcón,16,Baltasar Navas,No,2018-04-30,2018-06-18
690,Bar Olivera,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2018-10-19,
691,Bar Pardo,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2023-01-28,
692,Bar Baró,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2022-04-26,
693,Tienda Polo,Tienda,2,Madrid Norte,9,Carolina Lopez,Sí,2023-08-23,
694,Tienda Gordillo,Tienda,3,Madrid Sur,10,Marcelino Palacio,Sí,2023-05-30,
695,Bar Trillo,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2019-06-22,
696,Supermercado Duque,Supermercado,9,Leganés,15,Simón Coello,Sí,2022-05-03,
697,Bar Moliner,Bar,12,Fuenlabrada,17,Armando Caparrós,Sí,2018-01-20,
698,Tienda Lago,Tienda,8,Getafe,15,Simón Coello,Sí,2020-08-22,
699,Tienda Blanch,Tienda,1,Madrid Centro,8,Perla Arenas,Sí,2019-12-23,
700,Restaurante Arco,Restaurante,6,Alcobendas,13,Bernarda Gallo,Sí,2016-08-18,
701,Bar Garrido,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2020-03-14,
702,Supermercado Azorin,Supermercado,5,Madrid Oeste,12,Manola Larrañaga,Sí,2018-04-25,
703,Supermercado Rincón,Supermercado,8,Getafe,15,Simón Coello,Sí,2024-10-18,
704,Tienda Pedrosa,Tienda,9,Leganés,15,Simón Coello,No,2022-01-11,2023-05-13
705,Bar Vélez,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2021-08-01,
706,Bar Bosch,Bar,9,Leganés,15,Simón Coello,Sí,2020-11-06,
707,Supermercado Esteban,Supermercado,4,Madrid Este,11,Tristán Laguna,Sí,2021-09-28,
708,Bar Villalba,Bar,4,Madrid Este,11,Tristán Laguna,Sí,2019-11-09,
709,Supermercado Fortuny,Supermercado,2,Madrid Norte,9,Carolina Lopez,Sí,2024-08-31,
710,Bar Alcántara,Bar,5,Madrid Oeste,12,Manola Larrañaga,Sí,2017-09-24,
711,Restaurante Garay,Restaurante,10,Móstoles,16,Baltasar Navas,Sí,2019-06-23,
712,Bar Escolano,Bar,5,Madrid Oeste,12,Manola Larrañaga,Sí,2020-03-30,
713,Gasolinera Barrios,Gasolinera,2,Madrid Norte,9,Carolina Lopez,Sí,2018-01-22,
714,Gasolinera Casal,Gasolinera,4,Madrid Este,11,Tristán Laguna,Sí,2019-12-17,
715,Bar Falcón,Bar,5,Madrid Oeste,12,Manola Larrañaga,Sí,2022-11-03,
716,Gasolinera Morillo,Gasolinera,4,Madrid Este,11,Tristán Laguna,Sí,2017-05-11,
717,Restaurante Torralba,Restaurante,11,Alcorcón,16,Baltasar Navas,Sí,2023-09-02,
718,Gasolinera Arnaiz,Gasolinera,9,Leganés,15,Simón Coello,Sí,2023-04-30,
719,Tienda Menéndez,Tienda,9,Leganés,15,Simón Coello,Sí,2016-11-19,
720,Tienda Otero,Tienda,5,Madrid Oeste,12,Manola Larrañaga,Sí,2023-07-22,
721,Bar Cazorla,Bar,8,Getafe,15,Simón Coello,Sí,2023-03-29,
722,Gasolinera Soto,Gasolinera,6,Alcobendas,13,Bernarda Gallo,Sí,2022-12-01,
723,Bar Martín,Bar,4,Madrid Este,11,Tristán Laguna,Sí,2025-12-01,
724,Bar Mulet,Bar,9,Leganés,15,Simón Coello,Sí,2023-11-10,
725,Bar Mata,Bar,6,Alcobendas,13,Bernarda Gallo,Sí,2020-12-04,
726,Bar Arregui,Bar,3,Madrid Sur,10,Marcelino Palacio,Sí,2016-09-23,
727,Bar Barral,Bar,8,Getafe,15,Simón Coello,Sí,2021-01-07,
728,Bar Rodrigo,Bar,9,Leganés,15,Simón Coello,Sí,2021-02-14,
729,Bar Leiva,Bar,5,Madrid Oeste,12,Manola Larrañaga,Sí,2021-01-01,
730,Bar Sobrino,Bar,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2025-08-13,
731,Supermercado Ribes,Supermercado,3,Madrid Sur,10,Marcelino Palacio,Sí,2020-06-19,
732,Bar Gracia,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2020-02-20,
733,Gasolinera Teruel,Gasolinera,12,Fuenlabrada,17,Armando Caparrós,Sí,2018-02-07,
734,Restaurante Cuéllar,Restaurante,8,Getafe,15,Simón Coello,Sí,2022-07-28,
735,Gasolinera Español,Gasolinera,3,Madrid Sur,10,Marcelino Palacio,Sí,2022-12-12,
736,Tienda Blanch,Tienda,1,Madrid Centro,8,Perla Arenas,Sí,2023-05-06,
737,Tienda Espada,Tienda,10,Móstoles,16,Baltasar Navas,Sí,2024-10-13,
738,Bar Hernández,Bar,4,Madrid Este,11,Tristán Laguna,Sí,2021-08-12,
739,Tienda Valcárcel,Tienda,8,Getafe,15,Simón Coello,Sí,2017-12-12,
740,Tienda Feijoo,Tienda,12,Fuenlabrada,17,Armando Caparrós,Sí,2024-03-24,
741,Bar Piquer,Bar,10,Móstoles,16,Baltasar Navas,Sí,2024-04-13,
742,Tienda Pla,Tienda,8,Getafe,15,Simón Coello,Sí,2023-09-13,
743,Restaurante Luís,Restaurante,2,Madrid Norte,9,Carolina Lopez,Sí,2018-10-07,
744,Restaurante Herrero,Restaurante,4,Madrid Este,11,Tristán Laguna,Sí,2021-08-16,
745,Bar Llanos,Bar,8,Getafe,15,Simón Coello,Sí,2017-03-06,
746,Restaurante Capdevila,Restaurante,6,Alcobendas,13,Bernarda Gallo,Sí,2025-05-26,
747,Bar Alsina,Bar,3,Madrid Sur,10,Marcelino Palacio,No,2025-04-30,2025-12-26
748,Bar Jover,Bar,6,Alcobendas,13,Bernarda Gallo,Sí,2021-10-29,
749,Bar Valencia,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2016-09-03,
750,Bar Boada,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2019-10-25,
751,Bar Carvajal,Bar,7,San Sebastián de los Reyes,14,Azahara Giménez,No,2023-01-19,2025-06-06
752,Bar Valverde,Bar,3,Madrid Sur,10,Marcelino Palacio,Sí,2022-08-05,
753,Restaurante Puente,Restaurante,2,Madrid Norte,9,Carolina Lopez,Sí,2017-02-02,
754,Bar Varela,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2019-07-23,
755,Supermercado Iriarte,Supermercado,3,Madrid Sur,10,Marcelino Palacio,Sí,2018-06-07,
756,Supermercado Bernat,Supermercado,3,Madrid Sur,10,Marcelino Palacio,Sí,2017-09-10,
757,Tienda Montoya,Tienda,2,Madrid Norte,9,Carolina Lopez,Sí,2025-12-24,
758,Tienda Abril,Tienda,8,Getafe,15,Simón Coello,Sí,2023-04-03,
759,Supermercado Antúnez,Supermercado,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2018-10-14,
760,Bar Carballo,Bar,8,Getafe,15,Simón Coello,Sí,2019-08-31,
761,Tienda Quintanilla,Tienda,1,Madrid Centro,8,Perla Arenas,Sí,2024-08-16,
762,Tienda Gálvez,Tienda,4,Madrid Este,11,Tristán Laguna,Sí,2024-09-04,
763,Restaurante Alemany,Restaurante,3,Madrid Sur,10,Marcelino Palacio,Sí,2023-06-29,
764,Tienda Mena,Tienda,6,Alcobendas,13,Bernarda Gallo,Sí,2025-01-24,
765,Bar Pablo,Bar,3,Madrid Sur,10,Marcelino Palacio,Sí,2025-04-07,
766,Bar Mas,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2018-12-19,
767,Bar Pedraza,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2024-05-18,
768,Tienda Cabrera,Tienda,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2019-10-28,
769,Restaurante Diéguez,Restaurante,6,Alcobendas,13,Bernarda Gallo,Sí,2021-10-21,
770,Bar Solís,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2016-11-22,
771,Bar Pizarro,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2022-10-12,
772,Bar Portillo,Bar,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2024-07-25,
773,Bar Peñas,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2018-02-05,
774,Supermercado Mir,Supermercado,4,Madrid Este,11,Tristán Laguna,Sí,2018-05-07,
775,Supermercado Arnaiz,Supermercado,6,Alcobendas,13,Bernarda Gallo,Sí,2025-03-15,
776,Restaurante Armas,Restaurante,2,Madrid Norte,9,Carolina Lopez,Sí,2025-05-22,
777,Tienda Orozco,Tienda,9,Leganés,15,Simón Coello,Sí,2022-10-08,
778,Bar Amador,Bar,5,Madrid Oeste,12,Manola Larrañaga,Sí,2017-01-23,
779,Bar Gálvez,Bar,8,Getafe,15,Simón Coello,Sí,2022-11-16,
780,Tienda Ordóñez,Tienda,1,Madrid Centro,8,Perla Arenas,Sí,2017-04-29,
781,Tienda Suárez,Tienda,10,Móstoles,16,Baltasar Navas,Sí,2023-05-07,
782,Supermercado Ferrándiz,Supermercado,11,Alcorcón,16,Baltasar Navas,Sí,2025-08-11,
783,Bar Rius,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2019-09-03,
784,Restaurante Sanmartín,Restaurante,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2022-01-26,
785,Bar Peiró,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2016-08-15,
786,Restaurante Mateos,Restaurante,12,Fuenlabrada,17,Armando Caparrós,Sí,2022-05-21,
787,Bar Villar,Bar,3,Madrid Sur,10,Marcelino Palacio,Sí,2023-09-17,
788,Tienda Garzón,Tienda,8,Getafe,15,Simón Coello,No,2022-05-11,2023-08-23
789,Bar Quevedo,Bar,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2020-07-23,
790,Restaurante Sanmiguel,Restaurante,2,Madrid Norte,9,Carolina Lopez,Sí,2025-04-19,
791,Restaurante Valdés,Restaurante,3,Madrid Sur,10,Marcelino Palacio,Sí,2020-02-22,
792,Bar Ojeda,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2017-01-12,
793,Supermercado Santamaria,Supermercado,3,Madrid Sur,10,Marcelino Palacio,Sí,2021-08-28,
794,Bar González,Bar,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2021-02-08,
795,Bar Leon,Bar,12,Fuenlabrada,17,Armando Caparrós,Sí,2018-10-08,
796,Gasolinera Carbó,Gasolinera,5,Madrid Oeste,12,Manola Larrañaga,Sí,2020-10-25,
797,Bar Fonseca,Bar,7,San Sebastián de los Reyes,14,Azahara Giménez,No,2017-06-04,2019-11-02
798,Tienda Río,Tienda,12,Fuenlabrada,17,Armando Caparrós,Sí,2022-07-21,
799,Bar Palau,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2023-03-13,
800,Bar Valencia,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2020-06-20,
801,Restaurante Viana,Restaurante,1,Madrid Centro,8,Perla Arenas,Sí,2020-06-07,
802,Tienda Rodríguez,Tienda,2,Madrid Norte,9,Carolina Lopez,Sí,2022-08-08,
803,Supermercado Rivera,Supermercado,8,Getafe,15,Simón Coello,Sí,2019-08-25,
804,Bar Alegre,Bar,2,Madrid Norte,9,Carolina Lopez,No,2019-08-11,2021-12-30
805,Gasolinera Espejo,Gasolinera,2,Madrid Norte,9,Carolina Lopez,Sí,2020-05-29,
806,Bar Mercader,Bar,6,Alcobendas,13,Bernarda Gallo,Sí,2025-10-28,
807,Gasolinera Lobo,Gasolinera,1,Madrid Centro,8,Perla Arenas,Sí,2022-09-07,
808,Bar Artigas,Bar,4,Madrid Este,11,Tristán Laguna,Sí,2020-05-12,
809,Bar Carrasco,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2022-01-10,
810,Tienda Martorell,Tienda,1,Madrid Centro,8,Perla Arenas,Sí,2023-11-08,
811,Supermercado Izaguirre,Supermercado,8,Getafe,15,Simón Coello,Sí,2017-01-08,
812,Bar Acero,Bar,4,Madrid Este,11,Tristán Laguna,Sí,2019-06-24,
813,Tienda Martín,Tienda,4,Madrid Este,11,Tristán Laguna,Sí,2024-05-01,
814,Bar Rosales,Bar,6,Alcobendas,13,Bernarda Gallo,Sí,2025-01-25,
815,Supermercado Sala,Supermercado,5,Madrid Oeste,12,Manola Larrañaga,Sí,2017-12-16,
816,Restaurante Romero,Restaurante,5,Madrid Oeste,12,Manola Larrañaga,Sí,2021-10-29,
817,Restaurante Hernández,Restaurante,11,Alcorcón,16,Baltasar Navas,Sí,2023-07-09,
818,Bar Sala,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2016-09-27,
819,Restaurante Navarro,Restaurante,12,Fuenlabrada,17,Armando Caparrós,Sí,2016-06-22,
820,Bar Palma,Bar,4,Madrid Este,11,Tristán Laguna,Sí,2017-11-08,
821,Bar Moliner,Bar,3,Madrid Sur,10,Marcelino Palacio,Sí,2020-10-24,
822,Bar Calzada,Bar,6,Alcobendas,13,Bernarda Gallo,Sí,2025-03-19,
823,Tienda Bravo,Tienda,4,Madrid Este,11,Tristán Laguna,Sí,2021-11-19,
824,Restaurante Serra,Restaurante,8,Getafe,15,Simón Coello,Sí,2020-07-15,
825,Bar Artigas,Bar,10,Móstoles,16,Baltasar Navas,Sí,2024-03-11,
826,Bar Moles,Bar,10,Móstoles,16,Baltasar Navas,No,2017-07-08,2022-04-06
827,Bar Carvajal,Bar,3,Madrid Sur,10,Marcelino Palacio,Sí,2017-11-12,
828,Restaurante Rosado,Restaurante,5,Madrid Oeste,12,Manola Larrañaga,Sí,2024-10-04,
829,Restaurante Bermejo,Restaurante,12,Fuenlabrada,17,Armando Caparrós,Sí,2021-06-04,
830,Supermercado Ariño,Supermercado,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2021-11-14,
831,Bar Carvajal,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2023-08-21,
832,Bar Gimeno,Bar,8,Getafe,15,Simón Coello,Sí,2025-02-23,
833,Gasolinera Royo,Gasolinera,4,Madrid Este,11,Tristán Laguna,Sí,2017-02-20,
834,Bar Rey,Bar,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2025-09-13,
835,Gasolinera Ribera,Gasolinera,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2025-02-19,
836,Bar Torrecilla,Bar,3,Madrid Sur,10,Marcelino Palacio,Sí,2022-07-18,
837,Supermercado Duran,Supermercado,1,Madrid Centro,8,Perla Arenas,Sí,2019-01-31,
838,Bar Ayuso,Bar,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2019-05-20,
839,Tienda Jaume,Tienda,2,Madrid Norte,9,Carolina Lopez,Sí,2020-01-26,
840,Bar Vera,Bar,5,Madrid Oeste,12,Manola Larrañaga,Sí,2023-12-23,
841,Bar Anglada,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2022-12-23,
842,Tienda Vergara,Tienda,1,Madrid Centro,8,Perla Arenas,Sí,2016-07-15,
843,Restaurante Roselló,Restaurante,5,Madrid Oeste,12,Manola Larrañaga,Sí,2022-09-25,
844,Gasolinera Lucas,Gasolinera,3,Madrid Sur,10,Marcelino Palacio,Sí,2018-10-13,
845,Bar Canales,Bar,5,Madrid Oeste,12,Manola Larrañaga,Sí,2019-01-23,
846,Bar Pons,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2018-10-05,
847,Bar Dalmau,Bar,4,Madrid Este,11,Tristán Laguna,Sí,2018-04-03,
848,Gasolinera Vives,Gasolinera,4,Madrid Este,11,Tristán Laguna,Sí,2022-11-11,
